Marker_name	Gene_symbol	protein_control	protein_stim	log2_protein_change	diff_protein_CLR	rna_control	rna_stim	log2_rna_change	atac_control	atac_stim	log2_atac_change
CD186	CXCR6	787.98	587.17	-0.42375552907226	0.0982449052489214	3.26	5.39	0.584962500721156	24.99	31.39	0.317591834322986
CD226	CD226	2852.11	3130.89	0.134498172111275	0.418939928731711	21.34	51	1.2188824374325	222.38	287.95	0.371319847890296
CD205	LY75	1855.71	1724.37	-0.105842721628859	0.358280019596681	10.44	6.83	-0.547002839487349	102.54	101.33	-0.0169590625263673
CCR10	CCR10	1693.99	1170.57	-0.532833605666422	0.0395046834804172	0.47	0.22	-0.268935007273478	18.38	16.02	-0.187337533729118
CD271	NGFR	871.13	863.28	-0.013044422948257	0.30317071145832	0.13	0	-0.176322772640463	17.09	17.92	0.0647196807181544
CD109	CD109	12134.97	7370.04	-0.719349331828313	-0.0860674915808839	1.73	10.2	2.03652587602511	49.7	83.42	0.735599082066986
CD11a/CD18	ITGAL	512.25	375.55	-0.446820277190607	0.0976655631992247	52.06	55.04	0.0788322802021221	74.58	93.27	0.318794209489835
CD126	IL6R	1605.35	612.1	-1.38959195934153	-0.471242574251735	32.91	9.57	-1.68173540764275	158.96	154.08	-0.0446985460589489
GP130	IL6ST	937.15	530.11	-0.820807919000538	-0.104869543625546	104.45	62.27	-0.736965594166206	138.56	136.2	-0.0246050211342001
CD164	CD164	199.35	264.86	0.408144222888941	0.378791022076736	118.88	138.66	0.220327888870666	105.84	110.11	0.0565367853368452
CD142	F3	1421.93	3282.28	1.20627309773393	0.729035354501328	0.27	0.13	-0.168505724356978	4.43	11.57	1.21096054661615
CD307c/FcRL3	FCRL3	508.96	404.35	-0.33121594702404	0.124175670960398	1.99	1.53	-0.241008099503795	4.59	5.34	0.181634557296217
CD307d	FCRL4	502.09	331.28	-0.598417053690838	0.0451571434427663	0	0.04	0.0565835283663675	2.3	4.08	0.62236247252635
CD307e	FCRL5	6079.57	3404.47	-0.836352646972005	-0.147690070222696	0.07	0.04	-0.0410272682600548	3.81	3.48	-0.102538161712438
CD319	SLAMF7	288.73	335.74	0.216926027589454	0.293026176882054	2.26	10.56	1.8261975282696	13.67	36.84	1.36704321766601
CD138-2	SDC1	811.7	565.95	-0.519501386488246	0.0524857690524994	0	0	0	5.32	9.67	0.755563712647322
CD199	CCR9	1158.57	788.23	-0.55507221252513	0.0658350891883066	1.8	0	-1.48542682717024	11.54	10.75	-0.0938765913496767
CD45RB	PTPRC	8343.88	6283.45	-0.409104814715492	0.176712446470647	1491.74	877.51	-0.764832290494749	403.98	411.72	0.0273126895646861
CD99	CD99	6472.32	5122.85	-0.337277581754778	0.301823907752447	121.27	101.63	-0.252617959661934	117.66	125.38	0.090934483011088
CLEC12A	CLEC12A	765.64	548.9	-0.479379987167099	0.0863855708819662	0.13	0.04	-0.119739244274095	30.7	26.91	-0.183700715960702
CD46	CD46	2784.62	2143.34	-0.377464793048845	0.113996714717358	125.06	86.99	-0.51869909091609	56.42	53.61	-0.072388173732918
VEGFR3	FLT4	400.35	304.32	-0.394538801162541	0.107622544802346	0.33	0.09	-0.287098110724263	21.18	18.31	-0.19991120121106
CLEC1B	CLEC1B	600.71	593.61	-0.0171246072226297	0.330602422171349	0	0	0	6.84	7.56	0.126757142285938
